date,event,format,gender,nat,name,run,start_time,int1,int2,int3,int4,finish,speed,air_temp,ice_temp,is_normal,status
2018-02-13,OWG 2018 Final,COMPETITION,W,UKR,STETSKIV Olena,1,4.408,16.571,24.591,36.677,,50.599,111.1,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,UKR,STETSKIV Olena,2,4.421,16.581,24.579,35.456,,48.303,111.5,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,UKR,STETSKIV Olena,3,4.426,16.635,24.669,35.886,,47.929,115.1,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,USA,SWEENEY Emily,1,4.365,16.435,24.36,35.17,,46.595,117.0,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,USA,SWEENEY Emily,2,4.344,16.44,24.366,35.127,,46.96,114.2,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,USA,SWEENEY Emily,3,4.355,16.473,24.456,35.257,,46.917,112.2,,,True,OK
2018-02-13,OWG 2018 Final,COMPETITION,W,AUT,PLATZER Birgit,1,4.496,16.719,24.73,35.69,,47.318,111.1,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,CAN,APSHKRUM Brooke,1,4.43,,,,,47.477,114.2,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,CAN,APSHKRUM Brooke,2,4.445,,,,,47.266,111.0,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,CAN,GOUGH Alex,1,4.361,,,,,46.814,111.3,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,CAN,GOUGH Alex,2,4.355,,,,,46.665,111.3,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,CAN,McRAE Kimberley,1,4.37,,,,,47.205,112.6,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,CAN,McRAE Kimberley,2,4.38,,,,,47.072,113.1,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,USA,BRITCHER Summer,1,4.376,,,,,47.003,109.4,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,USA,BRITCHER Summer,2,4.399,,,,,47.094,114.6,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,USA,HAMLIN Erin,1,4.392,,,,,47.854,114.0,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,USA,HAMLIN Erin,2,4.375,,,,,47.071,107.7,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,USA,SWEENEY Emily,1,4.376,,,,,47.235,111.9,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,USA,SWEENEY Emily,2,4.392,,,,,47.029,118.4,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,CRO,OBRATOV Daria,1,4.499,,,,,49.044,108.1,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,CRO,OBRATOV Daria,2,4.482,,,,,48.915,106.8,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,CZE,NOSKOVA Tereza,1,4.445,,,,,47.849,108.5,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,CZE,NOSKOVA Tereza,2,4.483,,,,,48.053,108.5,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,SVK,SIMONAKOVA Katarina,1,4.457,,,,,48.27,109.5,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,SVK,SIMONAKOVA Katarina,2,4.454,,,,,48.068,109.1,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,ROU,STRAMATURARU Raluca,1,4.398,,,,,47.141,112.1,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,ROU,STRAMATURARU Raluca,2,4.387,,,,,46.786,112.4,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,KOR,FRISCH Aileen Christina,1,4.372,,,,,47.166,111.8,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,KOR,FRISCH Aileen Christina,2,4.382,,,,,47.067,111.7,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,KOR,SUNG Eunryung,1,4.423,,,,,47.125,112.7,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,KOR,SUNG Eunryung,2,4.421,,,,,47.579,111.9,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,ARG,RAVENNA Veronica Maria,1,4.519,,,,,48.078,111.1,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,ARG,RAVENNA Veronica Maria,2,4.486,,,,,48.027,111.1,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,UKR,SHKHUMOVA Olena,1,4.476,,,,,47.783,112.4,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,UKR,SHKHUMOVA Olena,2,4.495,,,,,47.206,111.9,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,UKR,STETSKIV Olena,1,4.434,,,,,47.601,110.5,,,True,OK
2018-02-08,OWG 2018 TR D1 GA,training,W,UKR,STETSKIV Olena,2,4.433,,,,,47.458,111.1,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,AUT,EGLE Madeleine,1,4.404,16.53,24.497,35.311,,46.808,109.5,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,AUT,EGLE Madeleine,2,4.397,16.503,24.459,35.266,,46.748,108.3,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,AUT,PLATZER Birgit,2,4.415,16.636,24.673,35.654,,47.91,110.7,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,AUT,PROCK Hannah,1,4.461,16.557,24.555,35.374,,46.915,114.1,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,AUT,PROCK Hannah,2,4.445,16.602,24.619,35.449,,47.027,114.2,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,GER,EITBERGER Dajana,1,4.393,16.51,24.466,35.277,,46.783,117.7,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,GER,EITBERGER Dajana,2,4.412,16.546,24.493,35.631,,47.648,111.3,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,GER,GEISENBERGER Natalie,1,4.324,16.339,24.257,35.025,,46.514,114.4,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,GER,GEISENBERGER Natalie,2,4.344,16.395,24.337,35.139,,46.668,114.8,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,GER,HUEFNER Tatjana,1,4.343,16.414,24.396,35.314,,47.007,113.0,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,GER,HUEFNER Tatjana,2,4.333,16.412,24.412,35.358,,47.091,113.0,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,SUI,KOCHER Martina,1,4.354,16.383,24.344,35.202,,46.776,113.5,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,SUI,KOCHER Martina,2,4.385,16.416,24.371,35.238,,46.785,113.0,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,OAR,BATURINA Ekaterina,1,4.375,16.523,24.608,35.627,,47.438,106.0,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,OAR,BATURINA Ekaterina,2,4.401,16.61,24.681,35.608,,47.296,106.7,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,LAT,APARJODE Kendija,1,4.443,16.579,24.57,35.442,,47.143,110.9,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,LAT,APARJODE Kendija,2,4.427,16.583,24.584,35.485,,47.203,111.1,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,LAT,CAUCE Eliza,1,4.399,16.528,24.526,35.43,,47.138,110.7,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,LAT,CAUCE Eliza,2,4.391,16.588,24.637,35.593,,47.394,110.2,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,LAT,ZIRNE Ulla,1,4.449,16.573,24.547,35.426,,47.06,108.2,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,LAT,ZIRNE Ulla,2,4.446,16.627,24.614,35.522,,47.164,111.2,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,POL,KULS-KUSYK Ewa,1,4.398,16.521,24.55,35.551,,47.425,111.5,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,POL,KULS-KUSYK Ewa,2,4.422,16.596,24.644,35.638,,47.432,111.5,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,POL,WOJTUSCISZYN Natalia,1,4.438,16.514,24.456,35.29,,46.833,112.8,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,ITA,ROBATSCHER Sandra,1,4.434,16.612,24.638,35.59,,47.267,112.5,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,ITA,ROBATSCHER Sandra,2,4.413,16.568,24.602,35.8,,47.789,114.4,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,ITA,VOETTER Andrea,1,4.436,16.625,24.672,35.601,,47.27,111.0,,,True,OK
2018-02-08,OWG 2018 TR D1 GB,training,W,ITA,VOETTER Andrea,2,4.416,16.582,24.626,35.508,,47.128,112.7,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,UKR,SHKHUMOVA Olena,1,4.486,16.684,24.739,35.744,,47.474,111.5,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,UKR,SHKHUMOVA Olena,2,4.484,21.276,31.167,43.986,,57.355,93.7,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,UKR,STETSKIV Olena,1,4.427,16.666,24.968,36.386,,49.628,106.4,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,UKR,STETSKIV Olena,2,4.437,16.668,24.937,36.321,,48.649,107.0,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,ARG,RAVENNA Veronica Maria,1,4.478,16.725,24.85,36.037,,48.203,110.3,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,ARG,RAVENNA Veronica Maria,2,4.471,16.714,24.808,35.855,,48.021,109.4,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,KOR,FRISCH Aileen Christina,1,4.323,16.404,24.383,35.257,,46.879,112.5,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,KOR,FRISCH Aileen Christina,2,4.34,16.417,24.41,35.289,,46.867,111.5,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,KOR,SUNG Eunryung,1,4.395,16.569,24.644,35.606,,47.373,111.7,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,KOR,SUNG Eunryung,2,4.416,16.603,24.704,35.66,,47.425,111.8,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,ROU,STRAMATURARU Raluca,1,4.396,16.519,24.514,35.403,,46.99,111.3,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,ROU,STRAMATURARU Raluca,2,4.389,16.464,24.438,35.212,,46.578,112.7,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,SVK,SIMONAKOVA Katarina,1,4.463,16.712,24.812,35.855,,47.794,110.8,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,SVK,SIMONAKOVA Katarina,2,4.501,16.753,24.832,35.901,,47.784,110.9,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,CZE,NOSKOVA Tereza,1,4.448,16.666,24.792,35.948,,48.031,107.7,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,CZE,NOSKOVA Tereza,2,4.453,16.712,24.838,35.988,,48.076,110.1,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,CRO,OBRATOV Daria,1,4.482,16.767,24.946,36.212,,48.496,108.4,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,CRO,OBRATOV Daria,2,4.489,16.799,24.977,36.297,,48.671,107.4,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,USA,BRITCHER Summer,1,4.374,16.486,24.52,35.852,,48.085,110.4,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,USA,BRITCHER Summer,2,4.397,16.515,24.558,35.771,,47.804,113.3,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,USA,HAMLIN Erin,1,4.394,16.519,24.557,35.644,,47.534,114.5,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,USA,HAMLIN Erin,2,4.426,16.581,24.583,35.608,,47.426,112.3,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,USA,SWEENEY Emily,1,4.374,16.524,24.563,35.628,,47.465,112.8,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,USA,SWEENEY Emily,2,4.403,16.578,24.613,35.712,,47.532,113.1,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,CAN,APSHKRUM Brooke,1,4.435,16.599,24.65,35.622,,47.414,110.0,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,CAN,APSHKRUM Brooke,2,4.441,16.652,24.72,35.742,,47.503,105.8,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,CAN,GOUGH Alex,1,4.371,16.47,24.488,35.442,,47.163,109.7,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,CAN,GOUGH Alex,2,4.379,16.492,24.52,35.445,,47.095,110.2,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,CAN,McRAE Kimberley,1,4.37,16.503,24.559,35.508,,47.212,111.3,,,True,OK
2018-02-10,OWG 2018 TR D2 GA,training,W,CAN,McRAE Kimberley,2,4.4,16.548,24.602,35.554,,47.257,112.1,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,AUT,EGLE Madeleine,1,4.404,16.53,24.497,35.311,,46.808,109.5,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,AUT,EGLE Madeleine,2,4.397,16.503,24.459,35.266,,46.748,108.3,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,AUT,PLATZER Birgit,2,4.415,16.636,24.673,35.654,,47.91,110.7,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,AUT,PROCK Hannah,1,4.461,16.557,24.555,35.374,,46.915,114.1,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,AUT,PROCK Hannah,2,4.445,16.602,24.619,35.449,,47.027,114.2,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,GER,EITBERGER Dajana,1,4.393,16.51,24.466,35.277,,46.783,117.7,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,GER,EITBERGER Dajana,2,4.412,16.546,24.493,35.631,,47.648,111.3,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,GER,GEISENBERGER Natalie,1,4.324,16.339,24.257,35.025,,46.514,114.4,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,GER,GEISENBERGER Natalie,2,4.344,16.395,24.337,35.139,,46.668,114.8,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,GER,HUEFNER Tatjana,1,4.343,16.414,24.396,35.314,,47.007,113.0,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,GER,HUEFNER Tatjana,2,4.333,16.412,24.412,35.358,,47.091,113.0,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,SUI,KOCHER Martina,1,4.354,16.383,24.344,35.202,,46.776,113.5,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,SUI,KOCHER Martina,2,4.385,16.416,24.371,35.238,,46.785,113.0,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,OAR,BATURINA Ekaterina,1,4.375,16.523,24.608,35.627,,47.438,106.0,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,OAR,BATURINA Ekaterina,2,4.401,16.61,24.681,35.608,,47.296,106.7,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,LAT,APARJODE Kendija,1,4.443,16.579,24.57,35.442,,47.143,110.9,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,LAT,APARJODE Kendija,2,4.427,16.583,24.584,35.485,,47.203,111.1,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,LAT,CAUCE Eliza,1,4.399,16.528,24.526,35.43,,47.138,110.7,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,LAT,CAUCE Eliza,2,4.391,16.588,24.637,35.593,,47.394,110.2,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,LAT,ZIRNE Ulla,1,4.449,16.573,24.547,35.426,,47.06,108.2,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,LAT,ZIRNE Ulla,2,4.446,16.627,24.614,35.522,,47.164,111.2,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,POL,KULS-KUSYK Ewa,1,4.398,16.521,24.55,35.551,,47.425,111.5,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,POL,KULS-KUSYK Ewa,2,4.422,16.596,24.644,35.638,,47.432,111.5,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,POL,WOJTUSCISZYN Natalia,1,4.438,16.514,24.456,35.29,,46.833,112.8,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,ITA,ROBATSCHER Sandra,1,4.434,16.612,24.638,35.59,,47.267,112.5,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,ITA,ROBATSCHER Sandra,2,4.413,16.568,24.602,35.8,,47.789,114.4,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,ITA,VOETTER Andrea,1,4.436,16.625,24.672,35.601,,47.27,111.0,,,True,OK
2018-02-08,OWG 2018 TR D1 GB dup,training,W,ITA,VOETTER Andrea,2,4.416,16.582,24.626,35.508,,47.128,112.7,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,ARG,RAVENNA Veronica Maria,1,4.463,16.654,24.658,35.642,,47.387,113.4,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,CZE,NOSKOVA Tereza,1,4.45,16.638,24.679,35.734,,47.657,109.3,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,LAT,APARJODE Kendija,1,4.428,16.611,24.594,35.544,,47.159,114.5,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,LAT,CAUCE Eliza,1,4.393,16.538,24.513,35.458,,47.095,107.2,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,LAT,ZIRNE Ulla,1,4.423,16.563,24.52,35.387,,46.908,112.6,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,GER,EITBERGER Dajana,1,4.367,16.441,24.361,35.211,,46.759,114.4,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,GER,GEISENBERGER Natalie,1,4.336,16.358,24.273,34.988,,46.351,115.6,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,GER,HUEFNER Tatjana,1,4.334,16.325,24.239,34.951,,46.302,113.5,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,SVK,SIMONAKOVA Katarina,1,4.435,16.614,24.62,35.698,,47.686,116.9,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,ITA,ROBATSCHER Sandra,1,4.407,16.549,24.535,35.324,,46.742,112.5,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,ITA,VOETTER Andrea,1,4.418,16.563,24.557,35.374,,46.876,112.5,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,CRO,OBRATOV Daria,1,4.485,16.746,24.904,36.412,,48.985,108.9,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,POL,KULS-KUSYK Ewa,1,4.394,16.509,24.501,35.378,,46.986,112.3,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,POL,WOJTUSCISZYN Natalia,1,4.439,16.603,24.595,35.42,,46.924,112.7,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,AUT,PLATZER Birgit,1,4.418,16.508,24.462,35.298,,46.863,108.0,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,AUT,PROCK Hannah,1,4.442,16.553,24.514,35.265,,46.624,114.7,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,ROU,STRAMATURARU Raluca,1,4.39,16.487,24.441,35.325,,46.845,118.2,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,OAR,BATURINA Ekaterina,1,4.366,16.45,24.415,35.292,,46.988,107.6,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,USA,BRITCHER Summer,1,4.363,16.373,24.265,35.183,,46.763,111.5,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,KOR,FRISCH Aileen Christina,1,4.326,16.374,24.318,35.211,,46.84,112.6,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,KOR,SUNG Eunryung,1,4.389,16.53,24.534,35.393,,47.093,114.0,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,CAN,APSHKRUM Brooke,1,4.446,16.601,24.603,35.483,,47.061,111.6,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,CAN,GOUGH Alex,1,4.349,16.365,24.274,35.01,,46.359,111.8,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,CAN,McRAE Kimberley,1,4.375,16.481,24.461,35.281,,46.763,113.5,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,SUI,KOCHER Martina,1,4.366,16.454,24.452,35.301,,46.817,114.1,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,UKR,SHKHUMOVA Olena,1,4.471,16.616,24.621,36.213,,50.596,112.5,,,True,OK
2018-02-11,OWG 2018 TR D3 R5,training,W,UKR,STETSKIV Olena,1,4.439,16.631,24.753,36.526,,49.278,106.7,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,UKR,SHKHUMOVA Olena,1,4.49,16.679,24.7,35.825,,47.629,110.7,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,UKR,STETSKIV Olena,1,4.437,16.663,24.82,36.249,,48.977,111.6,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,SUI,KOCHER Martina,1,4.41,16.463,24.411,35.224,,46.759,114.2,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,CAN,APSHKRUM Brooke,1,4.433,16.586,24.585,35.457,,47.034,113.4,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,CAN,GOUGH Alex,1,4.349,16.391,24.327,35.116,,46.589,111.2,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,CAN,McRAE Kimberley,1,4.378,16.509,24.5,35.271,,46.612,114.5,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,KOR,FRISCH Aileen Christina,1,4.38,16.459,24.415,35.3,,46.874,111.4,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,KOR,SUNG Eunryung,1,4.408,16.559,24.606,35.536,,47.194,111.3,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,USA,BRITCHER Summer,1,4.365,16.384,24.29,35.033,,46.367,115.0,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,USA,HAMLIN Erin,1,4.4,16.481,24.445,35.265,,46.759,112.4,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,USA,SWEENEY Emily,1,4.394,16.562,24.57,35.457,,47.008,111.3,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,OAR,BATURINA Ekaterina,1,4.397,16.555,24.603,35.495,,47.113,112.0,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,ROU,STRAMATURARU Raluca,1,4.396,16.474,24.431,35.208,,46.595,112.4,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,AUT,EGLE Madeleine,1,4.393,16.539,24.518,35.349,,46.845,108.7,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,AUT,PLATZER Birgit,1,4.418,16.569,24.537,35.363,,46.843,112.9,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,AUT,PROCK Hannah,1,4.466,16.669,24.661,35.462,,46.95,114.3,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,POL,KULS-KUSYK Ewa,1,4.401,16.533,24.578,35.533,,47.236,111.6,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,POL,WOJTUSCISZYN Natalia,1,4.458,16.637,24.67,35.584,,47.189,111.1,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,CRO,OBRATOV Daria,1,4.508,16.825,24.978,36.632,,49.488,107.0,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,ITA,ROBATSCHER Sandra,1,4.39,16.513,24.507,35.803,,48.002,115.3,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,ITA,VOETTER Andrea,1,4.383,16.538,24.531,35.394,,46.907,112.6,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,SVK,SIMONAKOVA Katarina,1,4.459,16.705,24.779,35.818,,47.715,110.7,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,GER,EITBERGER Dajana,1,4.381,16.461,24.403,35.16,,46.517,117.7,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,GER,GEISENBERGER Natalie,1,4.33,16.352,24.291,35.069,,46.481,114.9,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,GER,HUEFNER Tatjana,1,4.336,16.389,24.347,35.159,,46.658,113.7,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,LAT,APARJODE Kendija,1,4.451,16.601,24.596,35.743,,48.235,113.0,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,LAT,CAUCE Eliza,1,4.414,16.554,24.555,35.418,,46.963,113.0,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,LAT,ZIRNE Ulla,1,4.448,16.597,24.599,35.441,,46.958,111.9,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,CZE,NOSKOVA Tereza,1,4.464,16.677,24.763,36.319,,48.85,107.6,,,True,OK
2018-02-11,OWG 2018 TR D3 R6,training,W,ARG,RAVENNA Veronica Maria,1,4.462,16.685,24.73,35.686,,47.482,110.1,,,True,OK
