id,date,session,gender,format,nat,start_no,name,run,status,start_time,int1,int2,int3,int4,finish,speed,athlete_id,air_temp,humidity_pct,pressure_hpa,wind_speed_ms,dewpoint_c,ice_temp_est,temp_avg,seg1,seg2,seg3,seg4,seg5,is_normal,display_code
175,2025-12-18,,M,OFFICIAL,JPN,18,KAWANO Hayato,2,OK,4.85,14.46,23.5,34.03,45.25,52.49,119.3,ATH-DE295AEB,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.61,9.04,10.53,11.22,7.24,True,SK012
176,2025-12-18,,M,OFFICIAL,BEL,28,FREELING Colin,1,OK,5.04,14.72,23.75,34.18,45.37,52.59,121.97,ATH-F8836987,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.68,9.03,10.43,11.19,7.22,True,SK015
177,2025-12-18,,M,OFFICIAL,BEL,28,FREELING Colin,2,OK,5.13,14.87,23.86,34.27,45.64,53.03,119.92,ATH-F8836987,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.74,8.99,10.41,11.37,7.39,True,SK015
178,2025-12-18,,M,OFFICIAL,GHA,30,FRIMPONG Akwasi,1,OK,4.95,14.63,23.76,34.39,45.7,52.97,121.17,ATH-60AB5B2A,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.68,9.13,10.63,11.31,7.27,True,SK017
179,2025-12-18,,M,OFFICIAL,GHA,30,FRIMPONG Akwasi,2,OK,4.99,14.66,23.72,34.28,45.6,52.92,121.09,ATH-60AB5B2A,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.67,9.06,10.56,11.32,7.32,True,SK017
182,2025-12-18,,M,OFFICIAL,CAN,27,DONSBERGER Kyle,1,OK,4.99,14.63,23.63,34.25,45.68,53.04,119.84,ATH-AC042631,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.64,9,10.62,11.43,7.36,True,SK024
183,2025-12-18,,M,OFFICIAL,CAN,27,DONSBERGER Kyle,2,OK,5.03,14.69,23.72,34.36,45.74,53.12,121.41,ATH-AC042631,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.66,9.03,10.64,11.38,7.38,True,SK024
184,2025-12-18,,M,OFFICIAL,TPE,23,LEE Kevin Heng,1,OK,4.95,14.61,23.76,34.42,45.74,53.03,120.07,ATH-5145BD3C,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.66,9.15,10.66,11.32,7.29,True,SK021
185,2025-12-18,,M,OFFICIAL,TPE,23,LEE Kevin Heng,2,OK,4.92,14.59,23.76,34.58,46.01,53.37,119.84,ATH-5145BD3C,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.67,9.17,10.82,11.43,7.36,True,SK021
186,2025-12-18,,M,OFFICIAL,KOR,33,AN Jaewoong,1,OK,4.94,14.63,23.7,34.21,45.75,53.19,118.08,ATH-E68E8959,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.69,9.07,10.51,11.54,7.44,True,SK020
188,2025-12-18,,M,OFFICIAL,LUX,24,BAUER Jeff,1,OK,5.24,15.07,24.21,34.88,46.22,53.58,120.78,ATH-0038E3B0,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.83,9.14,10.67,11.34,7.36,True,SK025
195,2025-12-18,,W,OFFICIAL,KOR,1,HONG Sujung,1,OK,5.17,14.94,23.99,34.43,45.47,52.52,123.27,ATH-CCB3D4AE,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.77,9.05,10.44,11.04,7.05,True,SK016
196,2025-12-18,,W,OFFICIAL,KOR,1,HONG Sujung,2,OK,5.14,14.88,23.94,34.46,45.7,52.82,123.11,ATH-CCB3D4AE,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.74,9.06,10.52,11.24,7.12,True,SK016
203,2025-12-18,,W,OFFICIAL,USA,8,UHLAENDER Katie,1,OK,5.46,15.37,24.46,35.09,46.38,53.56,121.81,ATH-5BF779CF,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.91,9.09,10.63,11.29,7.18,True,SK014
204,2025-12-18,,W,OFFICIAL,USA,8,UHLAENDER Katie,2,OK,5.45,15.34,24.4,34.88,45.91,52.92,124.18,ATH-5BF779CF,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.89,9.06,10.48,11.03,7.01,True,SK014
205,2025-12-18,,W,OFFICIAL,CHN,6,ZHU Yangqi,1,OK,5.16,14.95,24.05,34.66,45.98,53.33,120.31,ATH-51778208,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.79,9.1,10.61,11.32,7.35,True,SK019
206,2025-12-18,,W,OFFICIAL,CHN,6,ZHU Yangqi,2,OK,5.15,14.93,24.03,34.7,46.01,53.28,121.02,ATH-51778208,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.78,9.1,10.67,11.31,7.27,True,SK019
207,2025-12-18,,W,OFFICIAL,KOR,4,KIM Yerim,1,OK,5.39,15.32,24.44,34.94,46.6,54.09,118.16,ATH-16B2F494,3,44.9,933,2.3,-8.4,-1,,9.93,9.12,10.5,11.66,7.49,True,SK027
208,2025-12-18,,W,OFFICIAL,KOR,4,KIM Yerim,2,OK,5.45,15.35,24.39,34.83,45.97,53.09,123.36,ATH-16B2F494,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.9,9.04,10.44,11.14,7.12,True,SK027
211,2025-12-18,,W,OFFICIAL,PUR,2,DELKA Kellie,1,OK,5.28,15.1,24.18,34.74,46.17,53.54,115.5,ATH-DAD23CF0,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.82,9.08,10.56,11.43,7.37,True,SK022
212,2025-12-18,,W,OFFICIAL,PUR,2,DELKA Kellie,2,OK,5.32,15.2,24.39,35.12,46.53,54.02,120.07,ATH-DAD23CF0,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.88,9.19,10.73,11.41,7.49,True,SK022
213,2025-12-18,,W,OFFICIAL,KOR,12,KIM Minji,1,OK,5.62,15.62,24.76,35.31,46.66,53.93,120.62,ATH-075364AA,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,10,9.14,10.55,11.35,7.27,True,SK028
214,2025-12-18,,W,OFFICIAL,KOR,12,KIM Minji,2,OK,5.64,15.66,24.79,35.36,46.52,53.64,122.38,ATH-075364AA,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,10.02,9.13,10.57,11.16,7.12,True,SK028
215,2025-12-18,,W,OFFICIAL,POL,13,JAKOBCZYK Marta,1,OK,5.4,15.31,24.43,35.12,46.72,54.21,118.23,ATH-5FC3062E,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.91,9.12,10.69,11.6,7.49,True,SK023
216,2025-12-18,,W,OFFICIAL,POL,13,JAKOBCZYK Marta,2,OK,5.34,15.23,24.34,34.95,46.24,53.54,120.54,ATH-5FC3062E,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.89,9.11,10.61,11.29,7.3,True,SK023
219,2025-12-18,,W,OFFICIAL,KOR,17,CHUNG Yeeun,1,OK,5.58,15.58,24.72,35.26,46.55,53.72,121.57,ATH-8A0E894D,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,10,9.14,10.54,11.29,7.17,True,SK030
220,2025-12-18,,W,OFFICIAL,KOR,17,CHUNG Yeeun,2,OK,5.55,15.52,24.64,35.42,47.03,54.46,118.53,ATH-8A0E894D,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.97,9.12,10.78,11.61,7.43,True,SK030
223,2025-12-18,,W,OFFICIAL,ESP,16,TORRES QUEVEDO Ana,1,OK,5.63,15.67,24.86,35.57,47.23,54.82,117.03,,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,10.04,9.19,10.71,11.66,7.59,True,
224,2025-12-18,,W,OFFICIAL,ESP,16,TORRES QUEVEDO Ana,2,OK,5.61,15.61,24.79,35.47,47.02,54.55,117.56,,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,10,9.18,10.68,11.55,7.53,True,
225,2025-12-18,,W,OFFICIAL,COL,3,VARGAS Laura,1,OK,5.61,15.63,24.84,35.51,46.75,54.04,121.02,ATH-0926CF11,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,10.02,9.21,10.67,11.24,7.29,True,SK031
226,2025-12-18,,W,OFFICIAL,COL,3,VARGAS Laura,2,OK,5.65,15.67,24.96,35.92,47.76,55.39,116.89,ATH-0926CF11,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,10.02,9.29,10.96,11.84,7.63,True,SK031
227,2025-12-18,,W,OFFICIAL,MLT,11,GALEA Shannon,1,OK,5.49,15.42,24.61,35.54,47.27,54.94,116.52,ATH-4C32621F,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.93,9.19,10.93,11.73,7.67,True,SK033
228,2025-12-18,,W,OFFICIAL,MLT,11,GALEA Shannon,2,OK,5.51,15.43,24.54,35.47,47.27,55.06,112.62,ATH-4C32621F,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.92,9.11,10.93,11.8,7.79,True,SK033
229,2025-12-18,,W,OFFICIAL,FIN,19,RUSSWURM Hannah,1,OK,5.39,15.31,24.52,35.42,47.18,54.81,116.59,ATH-64E845EE,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.92,9.21,10.9,11.76,7.63,True,SK034
230,2025-12-18,,W,OFFICIAL,FIN,19,RUSSWURM Hannah,2,OK,5.41,15.39,24.66,35.56,47.41,55.39,115.65,ATH-64E845EE,2.9,46.5,939.6,1,-6.9,-6.7,-6.7,9.98,9.27,10.9,11.85,7.98,True,SK034
246,2025-12-19,,M,OFFICIAL,KOR,2,YEO Chanhyuk,1,OK,4.79,14.31,23.23,33.66,44.77,51.77,123.27,ATH-81CCC6D3,4.8,71.4,929.3,7.6,0,0.8,,9.52,8.92,10.43,11.11,7,True,SK002
247,2025-12-19,,M,OFFICIAL,KOR,2,YEO Chanhyuk,2,OK,4.75,14.26,23.16,33.53,44.5,51.43,123.52,ATH-81CCC6D3,4.8,71.4,929.3,7.6,0,0.8,,9.51,8.9,10.37,10.97,6.93,True,SK002
248,2025-12-19,,M,OFFICIAL,KOR,10,SHIN Yeonsu,1,OK,5.07,14.78,23.8,34.25,45.19,52.13,125.02,ATH-91E60E21,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.71,9.02,10.45,10.94,6.94,True,SK006
249,2025-12-19,,M,OFFICIAL,KOR,10,SHIN Yeonsu,2,OK,4.98,14.65,23.62,34.04,45.03,52.02,123.6,ATH-91E60E21,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.67,8.97,10.42,10.99,6.99,True,SK006
250,2025-12-19,,M,OFFICIAL,GBR,19,BOSTOCK Laurence,1,OK,4.75,14.27,23.24,33.68,44.82,51.99,121.02,ATH-1A4821B0,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.52,8.97,10.44,11.14,7.17,True,SK004
251,2025-12-19,,M,OFFICIAL,GBR,19,BOSTOCK Laurence,2,OK,4.72,14.22,23.15,33.6,44.97,52.3,121.41,ATH-1A4821B0,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.5,8.93,10.45,11.37,7.33,True,SK004
254,2025-12-19,,M,OFFICIAL,KOR,17,KWACK Eunwoo,1,OK,4.87,14.51,23.56,34.04,45.2,52.33,122.3,ATH-F6E5D0C9,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.64,9.05,10.48,11.16,7.13,True,SK013
255,2025-12-19,,M,OFFICIAL,KOR,17,KWACK Eunwoo,2,OK,4.84,14.43,23.42,33.9,45.17,52.35,120.94,ATH-F6E5D0C9,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.59,8.99,10.48,11.27,7.18,True,SK013
260,2025-12-19,,M,OFFICIAL,KOR,25,SONG Youngmin,1,OK,4.67,14.18,23.29,33.87,45.15,52.39,120.0,ATH-15459358,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.51,9.11,10.58,11.28,7.24,True,SK011
261,2025-12-19,,M,OFFICIAL,KOR,25,SONG Youngmin,2,OK,4.67,14.24,23.3,33.85,45.24,52.56,116.74,ATH-15459358,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.57,9.06,10.55,11.39,7.32,True,SK011
268,2025-12-19,,M,OFFICIAL,AUS,9,TIMMINGS Nicholas,1,OK,4.97,14.62,23.58,34.05,45.26,52.39,123.27,ATH-E141DBED,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.65,8.96,10.47,11.21,7.13,True,SK005
269,2025-12-19,,M,OFFICIAL,AUS,9,TIMMINGS Nicholas,2,OK,5.12,14.87,23.89,34.4,45.67,52.88,121.02,ATH-E141DBED,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.75,9.02,10.51,11.27,7.21,True,SK005
270,2025-12-19,,M,OFFICIAL,ESP,14,RODRIGUEZ Adrian,1,OK,4.82,14.38,23.32,33.8,45.22,52.57,120.0,,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.56,8.94,10.48,11.42,7.35,True,
271,2025-12-19,,M,OFFICIAL,ESP,14,RODRIGUEZ Adrian,2,OK,4.82,14.38,23.37,33.99,45.43,52.75,120.39,,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.56,8.99,10.62,11.44,7.32,True,
274,2025-12-19,,M,OFFICIAL,KOR,32,AN Jaewoong,1,OK,4.98,14.67,23.7,34.23,45.6,52.9,120.07,ATH-E68E8959,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.69,9.03,10.53,11.37,7.3,True,SK020
275,2025-12-19,,M,OFFICIAL,KOR,32,AN Jaewoong,2,OK,4.93,14.59,23.64,34.22,45.45,52.67,121.73,ATH-E68E8959,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.66,9.05,10.58,11.23,7.22,True,SK020
276,2025-12-19,,M,OFFICIAL,JPN,1,NAGAO Taido,1,OK,4.91,14.56,23.63,34.17,45.68,53.34,110.33,ATH-80A2ED01,4.8,71.4,929.3,7.6,0,0.8,,9.65,9.07,10.54,11.51,7.66,True,SK007
277,2025-12-19,,M,OFFICIAL,JPN,1,NAGAO Taido,2,OK,4.9,14.56,23.58,34.06,45.14,52.28,118.38,ATH-80A2ED01,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.66,9.02,10.48,11.08,7.14,True,SK007
278,2025-12-19,,M,OFFICIAL,BEL,23,FREELING Colin,1,OK,5.05,14.76,23.84,34.52,45.84,53.11,121.65,ATH-F8836987,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.71,9.08,10.68,11.32,7.27,True,SK015
279,2025-12-19,,M,OFFICIAL,BEL,23,FREELING Colin,2,OK,5.05,14.75,23.82,34.41,45.92,53.36,117.63,ATH-F8836987,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.7,9.07,10.59,11.51,7.44,True,SK015
280,2025-12-19,,M,OFFICIAL,JPN,18,KAWANO Hayato,1,OK,4.9,14.54,23.61,34.32,45.85,53.32,114.29,ATH-DE295AEB,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.64,9.07,10.71,11.53,7.47,True,SK012
281,2025-12-19,,M,OFFICIAL,JPN,18,KAWANO Hayato,2,OK,4.89,14.53,23.6,34.3,45.79,53.29,117.33,ATH-DE295AEB,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.64,9.07,10.7,11.49,7.5,True,SK012
284,2025-12-19,,M,OFFICIAL,TPE,22,LEE Kevin Heng,1,OK,4.97,14.67,23.8,34.53,46.09,53.64,114.93,ATH-5145BD3C,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.7,9.13,10.73,11.56,7.55,True,SK021
285,2025-12-19,,M,OFFICIAL,TPE,22,LEE Kevin Heng,2,OK,4.96,14.67,23.78,34.52,46.12,53.62,117.48,ATH-5145BD3C,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.71,9.11,10.74,11.6,7.5,True,SK021
286,2025-12-19,,M,OFFICIAL,TPE,12,PENG Lin-Wei,1,OK,4.93,14.62,23.64,34.13,45.33,52.77,116.59,ATH-0A5C0017,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.69,9.02,10.49,11.2,7.44,True,SK018
287,2025-12-19,,M,OFFICIAL,TPE,12,PENG Lin-Wei,2,OK,4.93,14.6,23.68,34.27,46.57,54.5,113.31,ATH-0A5C0017,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.67,9.08,10.59,12.3,7.93,True,SK018
288,2025-12-19,,M,OFFICIAL,GHA,26,FRIMPONG Akwasi,1,OK,4.97,14.7,23.9,34.78,46.58,54.24,115.21,ATH-60AB5B2A,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.73,9.2,10.88,11.8,7.66,True,SK017
289,2025-12-19,,M,OFFICIAL,GHA,26,FRIMPONG Akwasi,2,OK,5.11,14.88,23.99,34.67,46.13,53.61,118.92,ATH-60AB5B2A,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.77,9.11,10.68,11.46,7.48,True,SK017
290,2025-12-19,,M,OFFICIAL,LUX,30,BAUER Jeff,1,OK,5.27,15.12,24.26,34.95,46.53,54.17,113.03,ATH-0038E3B0,4.8,71.4,929.3,7.6,0,0.8,,9.85,9.14,10.69,11.58,7.64,True,SK025
291,2025-12-19,,M,OFFICIAL,LUX,30,BAUER Jeff,2,OK,5.27,15.14,24.31,35.07,46.71,54.22,118.69,ATH-0038E3B0,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.87,9.17,10.76,11.64,7.51,True,SK025
295,2025-12-19,,M,OFFICIAL,CAN,21,DONSBERGER Kyle,1,OK,5.02,14.69,23.77,34.89,47.11,54.93,113.52,ATH-AC042631,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.67,9.08,11.12,12.22,7.82,True,SK024
297,2025-12-19,,M,OFFICIAL,JPN,6,TAKAHASHI Hiroatsu,1,OK,4.89,14.51,23.55,34.71,47.46,55.65,109.62,ATH-830BBF37,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.62,9.04,11.16,12.75,8.19,True,SK010
303,2025-12-19,,W,OFFICIAL,KOR,7,HONG Sujung,1,OK,5.13,14.86,23.85,34.27,45.3,52.35,124.52,ATH-CCB3D4AE,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.73,8.99,10.42,11.03,7.05,True,SK016
304,2025-12-19,,W,OFFICIAL,USA,2,UHLAENDER Katie,1,OK,5.48,15.38,24.43,34.89,45.97,53.02,123.27,ATH-5BF779CF,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.9,9.05,10.46,11.08,7.05,True,SK014
307,2025-12-19,,W,OFFICIAL,KOR,4,KIM Yerim,1,OK,5.36,15.24,24.28,34.81,46.06,53.26,121.73,ATH-16B2F494,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.88,9.04,10.53,11.25,7.2,True,SK027
308,2025-12-19,,W,OFFICIAL,PUR,3,DELKA Kellie,1,OK,5.28,15.11,24.17,34.91,46.36,53.8,115.43,ATH-DAD23CF0,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.83,9.06,10.74,11.45,7.44,True,SK022
309,2025-12-19,,W,OFFICIAL,CHN,8,ZHU Yangqi,1,OK,5.08,14.78,23.8,34.37,46.11,53.89,115.5,ATH-51778208,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.7,9.02,10.57,11.74,7.78,True,SK019
312,2025-12-19,,W,OFFICIAL,POL,18,JAKOBCZYK Marta,1,OK,5.33,15.21,24.35,35.04,46.68,54.19,117.93,ATH-5FC3062E,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.88,9.14,10.69,11.64,7.51,True,SK023
313,2025-12-19,,W,OFFICIAL,KOR,17,KIM Minji,1,OK,5.61,15.62,24.8,35.43,46.89,54.33,119.15,ATH-075364AA,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,10.01,9.18,10.63,11.46,7.44,True,SK028
317,2025-12-19,,W,OFFICIAL,COL,5,VARGAS Laura,1,OK,5.63,15.63,24.83,35.68,47.29,54.76,118.23,ATH-0926CF11,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,10,9.2,10.85,11.61,7.47,True,SK031
318,2025-12-19,,W,OFFICIAL,KOR,11,CHUNG Yeeun,1,OK,5.59,15.56,24.71,35.38,47.3,54.96,115.79,ATH-8A0E894D,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.97,9.15,10.67,11.92,7.66,True,SK030
319,2025-12-19,,W,OFFICIAL,ESP,20,TORRES QUEVEDO Ana,1,OK,5.68,15.76,25.04,35.88,47.61,55.25,116.96,,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,10.08,9.28,10.84,11.73,7.64,True,
320,2025-12-19,,W,OFFICIAL,FIN,19,RUSSWURM Hannah,1,OK,5.4,15.35,24.63,35.53,47.59,55.58,113.45,ATH-64E845EE,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.95,9.28,10.9,12.06,7.99,True,SK034
321,2025-12-19,,W,OFFICIAL,MLT,14,GALEA Shannon,1,OK,5.61,15.61,24.76,35.58,47.79,55.85,111.4,ATH-4C32621F,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,10,9.15,10.82,12.21,8.06,True,SK033
326,2025-12-19,,W,OFFICIAL,KOR,7,HONG Sujung,1,OK,5.13,14.86,23.85,34.27,45.3,52.35,124.52,ATH-CCB3D4AE,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.73,8.99,10.42,11.03,7.05,True,SK016
327,2025-12-19,,W,OFFICIAL,KOR,7,HONG Sujung,2,OK,5.14,14.9,24.0,34.65,45.85,52.99,121.57,ATH-CCB3D4AE,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.76,9.1,10.65,11.2,7.14,True,SK016
328,2025-12-19,,W,OFFICIAL,USA,2,UHLAENDER Katie,1,OK,5.48,15.38,24.43,34.89,45.97,53.02,123.27,ATH-5BF779CF,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.9,9.05,10.46,11.08,7.05,True,SK014
329,2025-12-19,,W,OFFICIAL,USA,2,UHLAENDER Katie,2,OK,5.44,15.34,24.42,34.94,46.05,53.15,123.19,ATH-5BF779CF,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.9,9.08,10.52,11.11,7.1,True,SK014
334,2025-12-19,,W,OFFICIAL,KOR,4,KIM Yerim,1,OK,5.36,15.24,24.28,34.81,46.06,53.26,121.73,ATH-16B2F494,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.88,9.04,10.53,11.25,7.2,True,SK027
335,2025-12-19,,W,OFFICIAL,KOR,4,KIM Yerim,2,OK,5.44,15.37,24.48,35.06,46.25,53.46,122.78,ATH-16B2F494,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.93,9.11,10.58,11.19,7.21,True,SK027
338,2025-12-19,,W,OFFICIAL,CHN,8,ZHU Yangqi,1,OK,5.08,14.78,23.8,34.37,46.11,53.89,115.5,ATH-51778208,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.7,9.02,10.57,11.74,7.78,True,SK019
339,2025-12-19,,W,OFFICIAL,CHN,8,ZHU Yangqi,2,OK,5.13,14.9,24.04,34.78,46.25,53.85,117.85,ATH-51778208,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.77,9.14,10.74,11.47,7.6,True,SK019
340,2025-12-19,,W,OFFICIAL,KOR,17,KIM Minji,1,OK,5.61,15.62,24.8,35.43,46.89,54.33,119.15,ATH-075364AA,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,10.01,9.18,10.63,11.46,7.44,True,SK028
341,2025-12-19,,W,OFFICIAL,KOR,17,KIM Minji,2,OK,5.61,15.62,24.85,35.53,46.91,54.29,117.48,ATH-075364AA,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,10.01,9.23,10.68,11.38,7.38,True,SK028
342,2025-12-19,,W,OFFICIAL,POL,18,JAKOBCZYK Marta,1,OK,5.33,15.21,24.35,35.04,46.68,54.19,117.93,ATH-5FC3062E,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.88,9.14,10.69,11.64,7.51,True,SK023
343,2025-12-19,,W,OFFICIAL,POL,18,JAKOBCZYK Marta,2,OK,5.34,15.22,24.37,35.14,46.83,54.45,116.52,ATH-5FC3062E,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.88,9.15,10.77,11.69,7.62,True,SK023
346,2025-12-19,,W,OFFICIAL,PUR,3,DELKA Kellie,1,OK,5.28,15.11,24.17,34.91,46.36,53.8,115.43,ATH-DAD23CF0,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.83,9.06,10.74,11.45,7.44,True,SK022
347,2025-12-19,,W,OFFICIAL,PUR,3,DELKA Kellie,2,OK,5.32,15.2,24.42,35.2,47.24,55.18,110.4,ATH-DAD23CF0,4.8,71.4,929.3,7.6,0,0.8,,9.88,9.22,10.78,12.04,7.94,True,SK022
348,2025-12-19,,W,OFFICIAL,COL,5,VARGAS Laura,1,OK,5.63,15.63,24.83,35.68,47.29,54.76,118.23,ATH-0926CF11,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,10,9.2,10.85,11.61,7.47,True,SK031
349,2025-12-19,,W,OFFICIAL,COL,5,VARGAS Laura,2,OK,5.64,15.67,24.95,35.74,47.11,54.43,120.62,ATH-0926CF11,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,10.03,9.28,10.79,11.37,7.32,True,SK031
354,2025-12-19,,W,OFFICIAL,KOR,11,CHUNG Yeeun,1,OK,5.59,15.56,24.71,35.38,47.3,54.96,115.79,ATH-8A0E894D,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.97,9.15,10.67,11.92,7.66,True,SK030
355,2025-12-19,,W,OFFICIAL,KOR,11,CHUNG Yeeun,2,OK,5.55,15.54,24.73,35.4,47.05,54.72,116.23,ATH-8A0E894D,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.99,9.19,10.67,11.65,7.67,True,SK030
358,2025-12-19,,W,OFFICIAL,ESP,20,TORRES QUEVEDO Ana,1,OK,5.68,15.76,25.04,35.88,47.61,55.25,116.96,,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,10.08,9.28,10.84,11.73,7.64,True,
359,2025-12-19,,W,OFFICIAL,ESP,20,TORRES QUEVEDO Ana,2,OK,5.59,15.58,24.77,35.53,47.05,54.56,118.08,,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.99,9.19,10.76,11.52,7.51,True,
360,2025-12-19,,W,OFFICIAL,FIN,19,RUSSWURM Hannah,1,OK,5.4,15.35,24.63,35.53,47.59,55.58,113.45,ATH-64E845EE,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.95,9.28,10.9,12.06,7.99,True,SK034
361,2025-12-19,,W,OFFICIAL,FIN,19,RUSSWURM Hannah,2,OK,5.4,15.34,24.6,35.59,47.4,55.16,115.07,ATH-64E845EE,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.94,9.26,10.99,11.81,7.76,True,SK034
362,2025-12-19,,W,OFFICIAL,MLT,14,GALEA Shannon,1,OK,5.61,15.61,24.76,35.58,47.79,55.85,111.4,ATH-4C32621F,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,10,9.15,10.82,12.21,8.06,True,SK033
363,2025-12-19,,W,OFFICIAL,MLT,14,GALEA Shannon,2,OK,5.54,15.51,24.71,35.78,47.99,55.93,112.28,ATH-4C32621F,7.1,50.4,936.5,1.7,-0.6,-6.62,-6.62,9.97,9.2,11.07,12.21,7.94,True,SK033
