file,date,session,gender,format,nat,start_no,name,run,status,start_time,int1,int2,int3,int4,finish,speed,temp_start,temp_int1,temp_int3,temp_int4,temp_finish,temp_avg,기상청_기온평균_C,기상청_기온최저_C,기상청_기온최고_C,기상청_습도평균_pct,기상청_현지기압_hPa,기상청_해면기압_hPa,기상청_풍속평균_ms,기상청_이슬점평균_C
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,AUS,20,TIMMINGS Nicholas,1,OK,5.08,14.8,23.81,34.41,46.03,53.52,118.53,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,JPN,22,TAKAHASHI Hiroatsu,1,OK,5.11,14.9,23.97,34.57,45.86,53.2,121.17,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,JPN,22,TAKAHASHI Hiroatsu,2,OK,5.1,14.88,24.03,34.7,46.17,53.66,119.3,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,JPN,23,NAGAO Taido,1,OK,4.95,14.64,23.8,34.46,45.82,53.14,119.61,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,JPN,23,NAGAO Taido,2,OK,4.94,14.73,23.89,34.5,45.98,53.34,118.99,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,JPN,24,KAWANO Hayato,1,OK,5.08,14.84,23.92,34.55,45.95,53.33,116.01,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,JPN,24,KAWANO Hayato,2,OK,5.05,14.84,24.01,34.8,46.59,54.35,115.79,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,SRB,25,BUKVIC Marija,1,OK,5.36,15.85,25.58,37.22,50.25,59.41,100.89,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,RSA,29,BURGER Nicole,1,OK,5.33,15.36,24.61,35.39,47.06,54.78,116.45,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,RSA,29,BURGER Nicole,2,OK,5.28,15.18,24.36,35.09,46.82,54.49,115.65,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,TPE,30,PENG Lin-Wei,1,OK,5.27,15.13,24.36,35.18,46.72,54.26,118.92,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,TPE,30,PENG Lin-Wei,2,OK,5.21,15.18,24.47,35.29,46.94,54.59,117.33,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,TPE,31,LEE Kevin Heng,1,OK,5.1,15.06,24.28,35.12,46.92,54.89,112.69,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,TPE,31,LEE Kevin Heng,2,OK,5.1,15.05,24.28,35.18,47.21,57.17,111.53,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,MAS,32,YAW Jonathan,2,OK,5.08,14.84,23.97,34.77,46.57,54.37,115.36,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,IRL,33,ROWLAND-EVANS Eire,1,OK,5.53,15.57,24.89,35.9,47.9,55.91,112.0,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,POL,34,JAKOBCZYK Marta,1,OK,5.78,15.97,25.28,36.2,47.93,55.64,115.65,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,POL,34,JAKOBCZYK Marta,2,OK,5.58,15.67,25.08,36.15,48.18,56.06,113.31,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,BRA,35,STRAPASSON Eduardo,1,OK,5.07,14.84,23.88,34.44,45.94,53.42,118.61,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT.PDF,2025-12-10,,Mixed,TRAINING,BRA,35,STRAPASSON Eduardo,2,OK,5.11,14.9,24.12,35.05,46.62,54.11,117.63,-7.54,-6.23,-6.3,-7.97,-6.43,-6.89,3.4,-3.1,6.5,57.2,939.0,1024.8,1.3,-4.5
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,BRA,1,STRAPASSON Eduardo,1,OK,5.04,14.74,23.84,34.42,45.69,53.06,119.76,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,BRA,1,STRAPASSON Eduardo,2,OK,5.14,14.87,23.9,34.39,45.82,53.25,118.61,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,POL,2,JAKOBCZYK Marta,1,OK,5.55,15.57,24.87,35.76,47.65,55.46,114.29,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,POL,2,JAKOBCZYK Marta,2,OK,5.5,15.52,24.84,35.78,47.47,55.09,115.57,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,IRL,3,ROWLAND-EVANS Eire,1,OK,5.57,15.7,25.23,36.51,48.65,57.03,109.49,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,IRL,3,ROWLAND-EVANS Eire,2,OK,5.57,15.67,25.06,36.06,48.29,56.39,110.07,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,MAS,4,YAW Jonathan,1,OK,5.03,14.76,23.88,34.53,46.29,54.2,114.57,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,MAS,4,YAW Jonathan,2,OK,5.09,14.89,24.09,35.05,46.83,54.58,115.0,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,TPE,5,PENG Lin-Wei,1,OK,5.09,14.88,24.07,34.82,46.61,54.35,115.57,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,TPE,5,PENG Lin-Wei,2,OK,5.1,14.92,24.14,34.95,47.11,54.96,113.94,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,TPE,6,LEE Kevin Heng,2,OK,5.12,15.03,24.25,35.11,46.89,54.69,114.29,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,RSA,7,BURGER Nicole,1,OK,5.33,15.23,24.42,35.22,47.15,55.03,113.59,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,RSA,7,BURGER Nicole,2,OK,5.32,15.2,24.37,35.19,47.11,55.0,114.29,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,SRB,8,BUKVIC Marija,1,OK,5.18,15.15,25.04,37.04,50.17,59.51,101.89,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,JPN,9,TAKAHASHI Hiroatsu,1,OK,4.96,14.67,23.77,34.4,45.8,53.27,118.92,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,JPN,10,NAGAO Taido,2,OK,5.0,14.78,23.89,34.47,45.9,53.32,118.38,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,JPN,11,KAWANO Hayato,1,OK,5.04,14.8,23.93,34.64,46.21,53.8,117.03,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,JPN,11,KAWANO Hayato,2,OK,4.93,14.62,23.74,34.44,46.01,53.66,114.36,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,AUS,12,TIMMINGS Nicholas,2,OK,5.16,14.93,24.02,34.67,46.19,53.61,119.45,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,ISR,14,FIRESTONE Jared,1,OK,5.07,14.83,23.92,34.59,46.26,53.91,115.5,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,ISR,14,FIRESTONE Jared,2,OK,5.11,14.94,24.07,34.71,46.34,53.93,116.37,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,ISR,15,MILSTEIN Oren,1,OK,5.35,15.27,24.55,35.94,48.34,56.52,109.16,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,ISR,15,MILSTEIN Oren,2,OK,5.43,15.38,24.61,35.49,47.39,55.32,112.34,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,PUR,16,DELKA Kellie,1,OK,5.39,15.31,24.48,35.33,46.96,54.65,113.52,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,PUR,16,DELKA Kellie,2,OK,5.44,15.36,24.54,35.32,47.05,54.86,113.8,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,BEL,17,FREELING Colin,1,OK,5.11,14.86,23.95,34.68,46.49,54.38,114.43,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,BEL,17,FREELING Colin,2,OK,5.14,14.93,24.17,34.96,46.63,54.28,116.81,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,GBR,18,BLAND Ashlyn,1,OK,5.24,15.1,24.29,35.35,47.44,55.6,111.94,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,GBR,18,BLAND Ashlyn,2,OK,5.34,15.28,24.66,35.57,47.63,55.7,112.21,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,GBR,19,BOSTOCK Laurence,1,OK,4.86,14.45,23.46,34.03,45.5,53.02,115.5,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,GBR,19,BOSTOCK Laurence,2,OK,4.92,14.56,23.58,34.09,45.71,53.41,113.31,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,GBR,20,ALVAREZ Matthew,1,OK,4.85,14.49,23.63,34.76,47.17,55.73,109.16,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,GBR,20,ALVAREZ Matthew,2,OK,4.84,14.58,23.99,35.16,47.66,56.3,108.52,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,MLT,23,GALEA Shannon,1,OK,5.59,15.6,25.0,36.17,48.65,56.95,109.16,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,MLT,23,GALEA Shannon,2,OK,5.59,15.58,24.85,35.77,47.43,55.73,111.94,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,GHA,24,FRIMPONG Akwasi,1,OK,5.13,14.9,24.01,34.7,46.56,54.52,112.28,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,GHA,24,FRIMPONG Akwasi,2,OK,5.11,14.87,23.98,34.67,46.45,54.32,113.87,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,CHN,25,SONG Siji,1,OK,5.34,15.22,24.35,35.03,46.9,54.74,113.59,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,CHN,25,SONG Siji,2,OK,5.33,15.19,24.35,35.04,46.78,54.49,115.79,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,CHN,26,LIANG Yuxin,1,OK,5.19,14.95,24.02,34.66,46.23,53.84,112.89,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,CHN,27,ZHU Yangqi,1,OK,5.31,15.31,24.44,35.17,46.72,54.43,113.8,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,CHN,27,ZHU Yangqi,2,OK,5.31,15.16,24.34,35.25,46.88,54.51,116.45,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,CHN,28,WANG Guanshuo,1,OK,5.31,15.2,24.37,35.12,46.61,54.08,115.57,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,CHN,28,WANG Guanshuo,2,OK,5.27,15.12,24.24,34.88,46.33,53.77,117.03,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,CHN,30,YU Guoqing,1,OK,4.8,14.56,23.94,34.71,46.11,53.45,118.76,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,CHN,31,ZHANG Wenlong,1,OK,4.89,14.57,23.67,34.31,45.71,53.06,119.76,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,CHN,31,ZHANG Wenlong,2,OK,4.98,14.69,23.85,34.6,46.09,53.49,119.07,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,CHN,32,ZHENG Ruojun,1,OK,4.88,14.48,23.44,34.04,45.41,53.02,119.07,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY2.PDF,2025-12-11,,Mixed,TRAINING,CHN,32,ZHENG Ruojun,2,OK,4.83,14.42,23.52,34.33,45.98,53.64,116.08,-7.5,-6.2,-6.32,-7.57,-6.46,-6.81,4.3,1.7,6.9,72.2,932.7,1017.6,1.8,-0.4
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,SRB,1,BUKVIC Marija,1,OK,5.42,15.43,25.0,36.53,49.07,57.82,103.83,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,SRB,1,BUKVIC Marija,2,OK,5.39,15.42,25.1,36.9,49.82,58.75,103.08,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,POL,2,JAKOBCZYK Marta,1,OK,5.62,15.67,24.93,35.79,47.33,54.76,118.08,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,POL,2,JAKOBCZYK Marta,2,OK,5.65,15.7,24.94,35.75,47.43,55.0,117.18,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,BRA,3,STRAPASSON Eduardo,1,OK,5.29,15.18,24.38,35.01,46.67,54.22,117.63,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,BRA,3,STRAPASSON Eduardo,2,OK,5.33,15.21,24.41,35.25,47.07,54.86,114.71,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,FIN,13,RUSSWURM Hannah,1,OK,5.77,16.02,25.47,36.57,48.58,56.47,114.93,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,FIN,13,RUSSWURM Hannah,2,OK,5.83,15.99,25.47,36.62,48.56,56.4,114.78,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,CAN,15,BATEMAN Emily,1,OK,5.79,15.9,25.38,36.44,48.45,56.51,112.48,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,CAN,17,DAFOE Grace,1,OK,5.7,15.76,25.0,36.08,47.94,55.7,115.5,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,CAN,17,DAFOE Grace,2,OK,5.75,15.84,25.12,36.05,47.97,55.79,114.5,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,CAN,18,KUEHN Ryan,1,OK,5.02,14.73,24.07,34.97,46.81,54.61,115.36,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,CAN,18,KUEHN Ryan,2,OK,5.12,14.91,24.06,34.78,46.44,54.07,117.85,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,CAN,19,GRECO Zander,1,OK,5.02,14.79,23.94,34.78,46.53,54.14,117.11,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,CAN,19,GRECO Zander,2,OK,4.96,14.7,23.9,34.63,46.44,54.29,115.14,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,CAN,20,DONSBERGER Kyle,1,OK,5.22,15.03,24.16,34.85,46.36,53.82,120.46,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,CAN,21,BRUSIC Josip,1,OK,5.0,14.71,23.93,34.96,47.4,56.37,110.66,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,CAN,21,BRUSIC Josip,2,OK,5.09,14.85,24.01,35.0,47.23,55.31,111.53,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
Asian Cup_Group1_OT_DAY_1.PDF,2025-12-15,,Mixed,TRAINING,CAN,23,CHARLES Dion,1,OK,5.58,15.62,25.07,36.18,48.04,55.98,111.87,-7.95,-6.84,-7.16,-7.78,-6.7,-7.29,-0.6,-6.6,3.0,52.1,937.1,1024.1,1.3,-6.6
